a1.jpg	DAHRwONSVgk	https://export-download.canva.com/NSVgk/DAHRwONSVgk/-1/0/0001-815663649692992571.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T164136Z&X-Amz-Expires=47238&X-Amz-Signature=f11377f419c8ec5a3c72d926848dd0247bb59ee071375ea5fccb0efdeafe3615&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A48%3A54%20GMT
a2.jpg	DAHRwLqW4GQ	https://export-download.canva.com/qW4GQ/DAHRwLqW4GQ/-1/0/0001-1144426421848010905.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T095448Z&X-Amz-Expires=71460&X-Amz-Signature=f6307073782eb18be0ce34681ed2c71ab621ab9bbcbd5ddadfe3eaf31d1149a9&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A45%3A48%20GMT
a3.jpg	DAHRwMWazcI	https://export-download.canva.com/WazcI/DAHRwMWazcI/-1/0/0001-7547419192490912404.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T215201Z&X-Amz-Expires=30244&X-Amz-Signature=fe702db78856fc87902113be7cc60692f2c3a78acfbef74397046a1935e0de14&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2006%3A16%3A05%20GMT
a4.jpg	DAHRwMJ3mKU	https://export-download.canva.com/J3mKU/DAHRwMJ3mKU/-1/0/0001-7547419193030962374.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T225427Z&X-Amz-Expires=23971&X-Amz-Signature=c47fabcab968dde59c627e456761984c6a75189fa8d16be57ef5e3af3d953b1b&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A33%3A58%20GMT
b1.jpg	DAHRwFsn0Is	https://export-download.canva.com/sn0Is/DAHRwFsn0Is/-1/0/0001-442990779947655091.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T221247Z&X-Amz-Expires=28006&X-Amz-Signature=2dbfd612b1fdfddf13c48424ef1e5418d586afd29043ec222a938b9360a4ac84&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A59%3A33%20GMT
b2.jpg	DAHRwNrQg38	https://export-download.canva.com/rQg38/DAHRwNrQg38/-1/0/0001-2497758111917731384.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T225219Z&X-Amz-Expires=24634&X-Amz-Signature=a2b430bfab9e946ef075cfc665439aa398bea4102dfa4dd99e003af995942a07&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A42%3A53%20GMT
b3.jpg	DAHRwJ0H9Xk	https://export-download.canva.com/0H9Xk/DAHRwJ0H9Xk/-1/0/0001-2497758108441757912.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260809%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260809T020150Z&X-Amz-Expires=14238&X-Amz-Signature=0ddf707114ab5c0d1cc57cd27e795a48d8ef857fe27fe086328569c38137c1b4&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A59%3A08%20GMT
b4.jpg	DAHRwAdBDrM	https://export-download.canva.com/dBDrM/DAHRwAdBDrM/-1/0/0001-386695783996922639.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T062545Z&X-Amz-Expires=84869&X-Amz-Signature=ee05a1388c03e9ee846fff98f59a274df9fcbd29f6a05c3f9d94347523edb52e&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2006%3A00%3A14%20GMT
c1.jpg	DAHRwPvtJsg	https://export-download.canva.com/vtJsg/DAHRwPvtJsg/-1/0/0001-2682405696202950226.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260809%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260809T002803Z&X-Amz-Expires=18795&X-Amz-Signature=5ce84538c5492befe8c5a3206b604f86429a81ff4d506a9ecad0a16b66c24d97&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A41%3A18%20GMT
c2.jpg	DAHRwPPUUeg	https://export-download.canva.com/PUUeg/DAHRwPPUUeg/-1/0/0001-1144426421579456769.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T220525Z&X-Amz-Expires=26844&X-Amz-Signature=3817bbac21ec574c353a7de7a611d22cda86072f5530ffbc0e971cf8bf2de9db&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A32%3A49%20GMT
c3.jpg	DAHRwHEBMiI	https://export-download.canva.com/EBMiI/DAHRwHEBMiI/-1/0/0001-8882736481080637280.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T110730Z&X-Amz-Expires=68369&X-Amz-Signature=f0ffc631f212ae6af3dee2b123bcb8210811a636f0c0de91b384694f465b47b4&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2006%3A06%3A59%20GMT
c4.jpg	DAHRwPtMYQQ	https://export-download.canva.com/tMYQQ/DAHRwPtMYQQ/-1/0/0001-5206673287477541056.jpg?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAQYCGKMUH5AO7UJ26%2F20260808%2Fus-east-1%2Fs3%2Faws4_request&X-Amz-Date=20260808T061854Z&X-Amz-Expires=83941&X-Amz-Signature=afa7ff7f0aeec49bc7edb830afd0f9f94837e30c2504848a460101ae38d22dc6&X-Amz-SignedHeaders=host%3Bx-amz-expected-bucket-owner&response-expires=Sun%2C%2009%20Aug%202026%2005%3A37%3A55%20GMT
